question,info,answer,paragraph
Sự kiện quan trọng nào đã xảy ra ở nền văn minh cổ đại?,"[""Thời gian cụ thể (509 TCN)"", ""Địa điểm (thành Roma/La Mã)"", ""Loại sự kiện (chính trị/cách mạng)"", ""Đối tượng liên quan (người Roma và quốc vương)""]",'người Roma trục xuất vị quốc vương cuối cùng khỏi thành phố và lập ra một nền cộng hoà đầu xỏ',"Sau khi được Romulus thành lập theo truyền thuyết, Roma (La Mã) nằm dưới quyền cai trị của một hệ thống quân chủ trong 244 năm, ban đầu là với các quân chủ gốc Latinh và Sabini và sau đó là các quốc vương người Etrusca. Theo truyền thuyết, vương vị truyền qua bảy người: Romulus, Numa Pompilius, Tullus Hostilius, Ancus Marcius, Tarquinius Priscus, Servius Tullius và Tarquinius Superbus. Năm 509 TCN, người Roma trục xuất vị quốc vương cuối cùng khỏi thành phố và lập ra một nền cộng hoà đầu xỏ. Roma sau đó bắt đầu một giai đoạn có đặc điểm là đấu tranh nội bộ giữa quý tộc và bình dân, và chiến tranh liên miên chống lại các cộng đồng tại miền trung Ý: Etrusca, Latinh, Volsci, Aequi, Marsi. Sau khi trở thành chủ nhân của khu vực Latium, Roma dẫn đầu một số cuộc chiến tranh với kết quả là chinh phục bán đảo Ý từ khu vực miền trung đến Magna Graecia."
Đặc điểm chung của sự thống trị lãnh thổ là gì?,"[""Thời kỳ lịch sử cụ thể đang đề cập"", ""Các đế quốc/vùng đất nào đang được so sánh"", ""Loại đặc điểm (địa lý, chính trị hay quân sự)"", ""Bối cảnh so sánh với các khu vực khác""]",'thống nhất dưới một quyền lực cai trị duy nhất và nó mở rộng cho đến khi chạm tới những vùng núi non và sa mạc',"Địa lý cũng góp phần vào những khác biệt địa chính trị quan trọng. Trong đa phần lịch sử của mình Trung Quốc, Ấn Độ và Trung Đông đều thống nhất dưới một quyền lực cai trị duy nhất và nó mở rộng cho đến khi chạm tới những vùng núi non và sa mạc. Vào năm 1600, Đế quốc Ottoman kiểm soát hầu như toàn bộ Trung Đông, nhà Minh cai quản Trung Quốc, và Đế quốc Mughal từng cai trị toàn bộ Ấn Độ. Trái lại, châu Âu hầu như luôn bị chia rẽ trong số các nước chiến quốc. Các đế quốc ""toàn Âu"", ngoại trừ Đế quốc La Mã, sớm trước đó, đều có khuynh hướng suy sụp sớm ngay sau khi họ nổi lên. Nghịch lý, sự cạnh tranh dữ dội giữa các nước đối nghịch thường được miêu tả như là một nguồn gốc của sự thành công của châu Âu. Ở những vùng khác, sự ổn định thường được ưu tiên hơn so với sự phát triển. Ví dụ, sự nổi lên của Trung Quốc với tư cách cường quốc trên biển đã bị Hai jin nhà Minh ngăn cản. Ở châu Âu sự cấm đoán như vậy là không thể xảy ra vì có sự bất hoà, nếu bất kỳ một nước nào áp đặt lệnh cấm đó, nó sẽ nhanh chóng bị bỏ lại sau so với những kẻ cạnh tranh với nó."
Thắng lợi trong cuộc bầu cử của Quốc dân Đảng xảy ra vào năm nào?,"[""Đây là thắng lợi lần thứ mấy của Quốc dân Đảng"", ""Thắng lợi trong bầu cử tổng thống hay bầu cử quốc hội"", ""Thời kỳ nào (trước hay sau khi rút lui đến Đài Loan)""]",'năm 2016',"Trung Quốc Quốc dân Đảng là đảng cầm quyền tại Trung Quốc từ lúc Chính phủ Quốc dân hoàn thành Bắc phạt thống nhất Trung Quốc, trải qua thi hành hiến pháp vào năm 1947, đến năm sau cải tổ thành Chính phủ Trung Hoa Dân Quốc, đến năm 1949 do chiến bại trong Nội chiến Quốc-Cộng phải triệt thoái đến Đài Loan. Trung Quốc Quốc dân Đảng liên tục cầm quyền tại Đài Loan đến hết nhiệm kỳ của Tổng thống Lý Đăng Huy. Năm 2000, do thất bại trong bầu cử tổng thống nên đảng này trở thành đảng đối lập. Trong kỳ bầu cử tổng thống năm 2008, Mã Anh Cửu của Trung Quốc Quốc dân Đảng giành thắng lợi, Trung Quốc Quốc dân Đảng quay lại cầm quyền. Trong bầu cử tổng thống năm 2016, Trung Quốc Quốc dân Đảng thất bại trong bầu cử tổng thống nên một lần nữa trở thành đảng đối lập. Trung Quốc Quốc dân Đảng hiện đứng đầu trong Liên minh phiếm Lam, là một trong hai liên minh chính trị lớn tại Đài Loan cùng với Liên minh phiếm Lục do Đảng Dân chủ Tiến bộ đứng đầu."
Thành phố này đã trải qua những cuộc đấu tranh với ai?,"[""Thành phố nào đang được đề cập đến"", ""Thời điểm đấu tranh cụ thể (trước hay sau khi trở thành nền cộng hòa)"", ""Loại đấu tranh (nội bộ hay chiến tranh bên ngoài)"", ""Đối tượng đấu tranh (quý tộc-bình dân hay các cộng đồng khác)""]","'Roma (La Mã) nằm dưới quyền cai trị của một hệ thống quân chủ trong 244 năm, ban đầu là với các quân chủ gốc Latinh và Sabini và sau đó là các quốc vương người Etrusca'","Sau khi được Romulus thành lập theo truyền thuyết, Roma (La Mã) nằm dưới quyền cai trị của một hệ thống quân chủ trong 244 năm, ban đầu là với các quân chủ gốc Latinh và Sabini và sau đó là các quốc vương người Etrusca. Theo truyền thuyết, vương vị truyền qua bảy người: Romulus, Numa Pompilius, Tullus Hostilius, Ancus Marcius, Tarquinius Priscus, Servius Tullius và Tarquinius Superbus. Năm 509 TCN, người Roma trục xuất vị quốc vương cuối cùng khỏi thành phố và lập ra một nền cộng hoà đầu xỏ. Roma sau đó bắt đầu một giai đoạn có đặc điểm là đấu tranh nội bộ giữa quý tộc và bình dân, và chiến tranh liên miên chống lại các cộng đồng tại miền trung Ý: Etrusca, Latinh, Volsci, Aequi, Marsi. Sau khi trở thành chủ nhân của khu vực Latium, Roma dẫn đầu một số cuộc chiến tranh với kết quả là chinh phục bán đảo Ý từ khu vực miền trung đến Magna Graecia."
"Sau biến cố, ai còn có thể tiếp tục hoạt động?","[""Biến cố cụ thể đang đề cập là gì"", ""Thời điểm cụ thể là khi nào"", ""Loại hoạt động nào đang được hỏi đến"", ""Khu vực địa lý nào đang được đề cập""]",'Bolshevik',"Tác giả Thierry Wolton cho rằng tất cả nhân chứng thời đó đều nói về sự kiện tấn công cung điện mùa đông như một cuộc đảo chính chớp nhoáng. Báo L’Humanité của cộng sản Pháp ngày 09/10/1917 đăng bài ""Cuộc đảo chính tại Nga"". Khi đó lực lượng quân sự của người Bolshevik tiến vào Cung điện Mùa Đông, lúc đó đã trở thành quân y viện, họ không gặp sự kháng cự nào đáng kể từ đội nữ binh và các sinh viên sĩ quan. Ở bên ngoài, xã hội vẫn hoạt động bình thường, hầu như đa số người dân thủ đô Petrograd không nhận ra. Theo nhà sử học Mỹ Richard Pipes, thiệt hại trong cuộc tấn công vào Cung điện Mùa đông chỉ có năm người chết và một số người bị thương, hầu hết là do đạn lạc. Sau sự kiện này, tất cả báo chí không phải của người Bolshevik đều bị cấm còn hội đồng Xô Viết bị ngưng hoạt động mười ngày sau đó. Chính quyền do người Bolshevik lãnh đạo cai trị bằng sắc lệnh. Một tháng sau, Tchéka (Ủy ban đặc biệt toàn quốc về đấu tranh chống phản cách mạng, tung tin đồn nhảm và phá hoại) ra đời. Đến tháng 1 năm 1918, Quốc hội lập hiến bị giải tán, đến tháng 6/1918 những trại giam đầu tiên được thành lập trong thời kỳ Nội chiến Nga chống Bạch Vệ. Những diễn biến này cũng rất giống với diễn biến của Cách mạng Pháp 1789: mở màn bởi cuộc đảo chính chiếm ngục Bastille, sau đó là giải tán quốc hội lập hiến và cuộc chiến tranh chống lại sự tấn công các nước phong kiến châu Âu. Theo Thierry Wolton, từ ""Cách Mạng Tháng Mười"" mang lại một vầng hào quang cho sự kiện, khiến nó được nâng ngang tầm với những tiến bộ như Cách mạng Pháp 1789."
Mối quan hệ giữa các lực lượng chính trị ở Việt Nam như thế nào?,"[""Thời điểm cụ thể (trước hay sau năm 1945)"", ""Các lực lượng chính trị cụ thể được đề cập"", ""Khía cạnh mối quan hệ cần tìm hiểu (hợp tác, đối đầu, hay cả hai)"", ""Khu vực địa lý cụ thể (trong nước hay ở nước ngoài)""]","'Đảng Cộng sản Việt Nam và các đảng phái Quốc gia khác tuy có ý thức hệ khác nhau nhưng vẫn có chung nền tảng giáo dục, thường xuyên có sự hợp tác và đôi khi có cùng quan hệ huyết thống hoặc hôn nhân'","Trước năm 1945, Đảng Cộng sản Việt Nam và các đảng phái Quốc gia khác tuy có ý thức hệ khác nhau nhưng vẫn có chung nền tảng giáo dục, thường xuyên có sự hợp tác và đôi khi có cùng quan hệ huyết thống hoặc hôn nhân. Trong giai đoạn 1924 - 1927, ở miền Nam Trung Quốc, các nhóm người Việt chống thực dân Pháp đa dạng tương tác với nhau, với cả người Trung Quốc, Triều Tiên và các dân tộc khác. Từ năm 1941 đến 1944 ở miền nam Trung Quốc, Đảng Cộng sản Đông Dương, Việt Nam Quốc Dân Đảng (Việt Quốc) và Việt Nam Cách mệnh Đồng minh Hội (Việt Cách) cùng tham gia vào mặt trận chống Nhật, đôi khi tố giác nhau với chính quyền Trung Quốc, nhưng không bắt cóc hoặc ám sát lẫn nhau. Chính sự cạnh tranh để kết nạp thành viên, thu nhận viện trợ cũng như sự bảo trợ của người Trung Quốc, hơn là sự khác biệt về ý thức hệ, mới là nguyên nhân khiến căng thẳng giữa các tổ chức lưu vong gia tăng. Trong nước, Đảng Cộng sản Đông Dương cũng từng hợp tác với những người Trotskyist tại Nam Kỳ trong giai đoạn 1933-1937. Các bên sau đó chỉ trích nhau chẳng hạn thành viên của Quốc tế thứ ba (Đảng Cộng sản Đông Dương) và Quốc tế thứ tư (những người Trotskyist) cáo buộc lẫn nhau là phục vụ lợi ích đế quốc. Ban đầu cuộc tranh đấu chỉ trong phạm vi báo chí, truyền thông. Đến năm 1945 thì các phe phái đã dùng vũ lực để tấn công lẫn nhau. Trong thời điểm đặc biệt khó khăn cần sự đoàn kết giữa các lực lượng chính trị tại Việt Nam thì Việt Minh và các đảng phái, tôn giáo khác như Việt Nam Quốc dân Đảng, Đại Việt Quốc dân đảng, Việt Nam Cách mệnh Đồng minh Hội, những người Trotskyist, Bình Xuyên, Hòa Hảo, Cao Đài... bị chia rẽ nghiêm trọng, xoay quanh các tranh cãi về đường lối ứng phó trước quân đội Trung Hoa và quân Pháp."
Phong trào này đã đóng góp gì vào sự phát triển hiện đại?,"[""Phong trào nào đang được đề cập (Saemaeul hay kế hoạch năm năm)"", ""Mối quan hệ giữa phong trào và thành tựu của Seoul"", ""Thời điểm cụ thể của những thành tựu"", ""Phạm vi địa lý của phong trào""]","'trở thành một thành phố toàn cầu, một trung tâm kinh doanh và thương mại ở Đông Bắc Á và một trung tâm kinh tế phát triển cao, tạo nền móng cho các cơ sở hạ tầng công nghệ và thông tin liên lạc tiên tiến'","Trong vòng chưa đầy bốn thập kỷ, Seoul đã trở thành một thành phố toàn cầu, một trung tâm kinh doanh và thương mại ở Đông Bắc Á và một trung tâm kinh tế phát triển cao, tạo nền móng cho các cơ sở hạ tầng công nghệ và thông tin liên lạc tiên tiến. Hàn Quốc xem xét tăng trưởng nhanh chóng này là biểu tượng của niềm tự hào quốc gia và tự lập. Bên cạnh phong trào Saemaeul, chính phủ Hàn Quốc thực hiện một kế hoạch phát triển kinh tế hiệu quả được gọi là Kế hoạch năm năm. Có hơn 5 kế hoạch được tạo ra, và chúng được thiết kế để vực dậy nền kinh tế. Mỗi kế hoạch trong số đó đã góp phần vào công nghiệp hóa và mở rộng các thị trường Hàn Quốc."
Họ bắt đầu triển khai các vấn đề quan trọng vào thời điểm nào?,"[""Họ là ai (Mặt trận hay tổ chức khác)"", ""Các vấn đề quan trọng cụ thể là gì (chức danh, tổ chức, thành viên)"", ""Triển khai theo cách nào (công khai hay bí mật)"", ""Mục đích của việc triển khai""]",'trước khi Hiệp định Paris ký kết',"Về phía Mặt trận, họ chỉ công khai các chức danh do hiệp thương bầu cử ra (của Mặt trận hay chính quyền các cấp), hay chức vụ của các tổ chức, Đảng (cả đảng Nhân dân cách mạng) trong Mặt trận, cũng như quân giải phóng (Bộ tư lệnh các lực lượng vũ trang,...), nhưng trước khi Hiệp định Paris ký kết không công khai các chức danh hay cán bộ thuộc về phía Đảng Lao động chỉ định (như ủy viên Trung ương hay Bộ Chính trị hay trong Trung ương Cục, và các cấp lãnh đạo đảng ở địa phương, cũng như nhiều chỉ huy quân đội,...) để thể hiện rõ lập trường Miền Bắc chỉ chi viện giúp đỡ miền Nam và phối hợp quân sự, kể cả cử cán bộ chỉ huy Quân giải phóng, lực lượng cách mạng, chứ không chi phối chính sách của phía Mặt trận do sự hiệp thương của các lực lượng tham gia quyết định, mặt khác thể hiện nguyên tắc bí mật trong thời chiến."
Các huyện và thị xã này thuộc tỉnh nào trước năm 1975?,"[""Thời điểm cụ thể đang hỏi (trước hay sau tháng 8/1974)"", ""Liệu đang hỏi về tỉnh Kiến Phong cũ hay tỉnh Sa Đéc mới"", ""Đoạn văn không đề cập huyện An Mỹ mà chỉ có Mỹ An""]",'Tỉnh Sa Đéc',"Tháng 8 năm 1974, Trung ương Cục miền Nam quyết định giải thể các tỉnh Kiến Phong và An Giang để tái lập các tỉnh Long Châu Tiền và tỉnh Sa Đéc. Tỉnh Sa Đéc gồm các huyện Chợ Mới, Cao Lãnh, Kiến Văn, Mỹ An và thị xã Cao Lãnh của tỉnh Kiến Phong cũ; đồng thời cũng nhận lại các huyện Lấp Vò, Châu Thành, thị xã Sa Đéc của tỉnh Vĩnh Long giao lại; tỉnh lỵ tỉnh Sa Đéc khi đó đặt tại thị xã Sa Đéc. Tỉnh Long Châu Tiền gồm các huyện: Hồng Ngự, Thanh Bình, Tam Nông của tỉnh Kiến Phong cũ và các huyện An Phú, Tân Châu, Phú Tân A và Phú Tân B của tỉnh An Giang cũ; tỉnh lỵ đặt tại thị trấn Tân Châu, huyện Tân Châu (ngày nay là thị xã Tân Châu)."
Có bao nhiêu ghế đại biểu trong Hạ nghị viện?,"[""Hạ nghị viện của quốc gia nào?"", ""Thời điểm nào?"", ""Đang hỏi về tổng số ghế Hạ nghị viện hay chỉ số ghế của Bắc Ireland?""]",'18 ghế',"Bắc Ireland có cơ quan hành pháp và lập pháp địa phương, thi hành quyền lực được Anh phân quyền. Đứng đầu cơ quan hành pháp là bộ trưởng thứ nhất và thứ trưởng thứ nhất, còn các bộ trưởng được phân bổ theo tỷ lệ đại biểu của mỗi đảng trong nghị hội. Thủ đô Bắc Ireland là Belfast. Quyền lực chính trị tối hậu thuộc về Chính phủ Anh, Chính phủ Anh từng có các giai đoạn cai trị trực tiếp Bắc Ireland. Bắc Ireland được phân 18 ghế trong số 650 ghế của Hạ nghị viện Anh. Quốc vụ khanh về Bắc Ireland là một chức vụ cấp nội các trong chính phủ của Anh. Bắc Ireland tạo thành một trong ba khu vực phạm vi quyền hạn tư pháp riêng biệt của Anh, song Toà án Tối cao Anh là toà án tối cao."
